__str__,video_type,id,title,description,access_tier,access_reason,access_expiry,length,max_resolution,season,episode_number,creation_date,update_date,live_start_date,live_end_date,is_live,is_featured,location_file,location_folder,thumbnail_image,episode_image,feature_image,available_regions,maturity_rating,is_kids,genre,lead_roles,guest_roles,directors,contract,trailer_movie,trailer_season,content_type,object_id,airtable_record,sync_status,tags,organizations,Reason for Deleting
Tribal Trails :: 14 :: ,Episode,,,,2_PREMIUM,,,28:50,1080,Tribal Trails :: 14,,,,,,,,TT_K674,TribalTrails/2025,,https://images.corcoplus.com/TvShows/TribalTrails/2025/TT_K674.jpg,https://images.corcoplus.com/TvShows/TribalTrails/TribalTrails_648x364.jpg,,,,,"Conrad Flett,Florence Flett,Howard Jolly,Jason Boucher,Rita Anderson",,,,,,,,recmLhpmXiej0zVCo,DELETE,,Corco+,Duplicated
700 Club Canada :: 26 :: Does God Care?,Episode,,Does God Care?,"Watch how Rosanne and Rod Haaland found joy in the midst of sorrow and faith in the midst of loss. And Dawn felt like she never fit in, and took to drugs and chasing boys to feel like she belonged. After 26 years of sporadic jail time, drug addiction, and heartbreak, Dawn found what she was looking for while in solitary confinement.",1_FREE,,,,1080,700 Club Canada :: 26,,,,2025-05-16 00:00,,,,700CC_25_3353,700CC/2025/2025.05,,https://images.corcoplus.com/TvShows/700CC/2025/2025.05/700CC_25_3353.jpg,,,,,,,,,,,,,,recqRHYHzW86hP2qD,DELETE,,,Duplicated
It Is Written :: 5 :: Rooted in Holistic Living,Episode,33251,Rooted in Holistic Living,"Imagine the dreams of a father being passed down to his son—the father’s dreams of helping desperately sick people find holistic healing, health, and wellness. 

This is the story of Phil Brewer, whose father had a dream to help people escape the constant pathological busyness—the rat race and stress of city life—into the beauties of nature where they would find the fortitude to flourish.",2_PREMIUM,,,29:05,1080,It Is Written :: 5,20,2025-07-14 12:02,2025-08-25 12:02,2025-05-24 00:00,2025-08-22 00:00,,,IIW2024-06,ItIsWritten/2024,,https://images.corcoplus.com/TvShows/ItIsWritten/2024/IIW2024-06.jpg,https://images.corcoplus.com/TvShows/ItIsWritten/IIW_648x364.jpg,,,,,Mike and René Lemon,Phil Brewer,,,,,,,recjQiXDKDxlV4NxJ,DELETE,,Corco+,Duplicated
COPS: Reloaded :: 1 :: Taking The Blame,Episode,32040,Taking The Blame,A reckless driver crashes into a ditch. Officers investigate a hit-and-run. Deputies respond to a domestic call that involves an elderly woman and her son.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,111,2025-05-26 12:02,2025-06-18 12:02,2025-04-29 00:00,2025-06-17 00:00,,,MS-CPSR0007BR,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0007BR.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recWE0A9igCvPWLyd,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Python Predicament,Episode,32041,Python Predicament,Police chase a man who runs a red light; police try to capture a twelve foot python; a registered sex offender is arrested.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,113,2025-05-26 12:02,2025-06-18 12:02,2025-04-30 00:00,2025-06-17 00:00,,,MS-CPSR0006B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0006B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,rec0rWtsWcc1SvFek,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Going in circles,Episode,32046,Going in circles,A driver circles to evade police. A suspect's college degree isn't enough to keep her away from drugs. Officers force a drug suspect to spit out cocaine. Two individuals are spotted siphoning gas.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,117,2025-05-26 12:02,2025-06-18 12:02,2025-05-04 00:00,2025-06-17 00:00,,,MS-CPSR0149B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0149B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recjXQLB3KR9zBmn0,DELETE,,MeritTV,Duplicated
"COPS: Reloaded :: 1 :: What's Mine, Is Mine",Episode,32047,"What's Mine, Is Mine",A suspect's vehicle gets a flat tire. A suspect barricades himself in his own bathroom. A dispute leads to a broken windshield and a kick to the stomach.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,119,2025-05-26 12:02,2025-06-18 12:02,2025-05-04 00:00,2025-06-17 00:00,,,MS-CPSR0150B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0150B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recvB2CTDb8EiLkz7,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Like Father Like Son,Episode,32052,Like Father Like Son,A woman is suspected of driving a stolen vehicle. Officers call for back up after shots are fired. Footage shows a man buying drugs after he tries to deny it. A family altercation gets physical.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,123,2025-05-26 12:02,2025-06-18 12:02,2025-05-06 00:00,2025-06-17 00:00,,,MS-CPSR0016BR2,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0016BR2.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recFgVE0rzYjt7zRW,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Strip Bail,Episode,32055,Strip Bail,A suspect tries to evade police by running into a busy street. A man is suspected of burglarizing vehicles. Two women get into a fight over a vehicle title. Officers pursue a man in a stolen car.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,126,2025-05-26 12:02,2025-06-18 12:02,2025-05-08 00:00,2025-06-17 00:00,,,MS-CPSR0013B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0013B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recJZujqt4aFKhUzc,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Cast The First Stone,Episode,32057,Cast The First Stone,Officers give chase after a vehicle is stolen. A woman is investigated for terroristic threats. Three juveniles throw rocks from an overpass. A deaf man is accused of assaulting children.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,128,2025-05-26 12:02,2025-06-18 12:02,2025-05-10 00:00,2025-06-17 00:00,,,MS-CPSR0011BR,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0011BR.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recrv3dMcq5M64MVo,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Scaling the walls,Episode,32069,Scaling the walls,A gun falls out of a suspect's pant leg. A couple shimmy their way into a neighbor's house to avoid paying cab fare. A reputed car thief blames the owner's erotic motivations for stealing his truck.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,129,2025-05-26 12:02,2025-06-18 12:02,2025-05-11 00:00,2025-06-17 00:00,,,MS-CPSR0154B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0154B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recIChpGuUNsHhKib,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Smile Your on Camera,Episode,32071,Smile Your on Camera,Video footage reveals the actions of a woman's abusive boyfriend. Police track down a car chase suspect. A suspect plays coy about his crimes. A traffic stop reveals a vehicle with drugs.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,143,2025-05-26 12:02,2025-06-18 12:02,2025-05-18 00:00,2025-06-17 00:00,,,MS-CPSR0162B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0162B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recmJnfc6DRNWBN47,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Scrapping Under the Full Moon,Episode,32073,Scrapping Under the Full Moon,A man is arrested for an assault. A naked bicyclist protests against global warming. An armed bicyclist flees when approached by police. A suspect cuts his probation short by running from police.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,145,2025-05-26 12:02,2025-06-18 12:02,2025-05-19 00:00,2025-06-17 00:00,,,MS-CPSR0164B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0164B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recTQzPdaaODIzIM0,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Questionable Circumstances,Episode,32398,Questionable Circumstances,An unruly motel guest's gets tripped up during a chase with police. Officers are applauded for apprehending a robbery suspect. A car thief claims to be picking up the owner of her stolen vehicle.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,154,2025-05-27 12:02,2025-06-18 12:02,2025-05-24 00:00,2025-06-17 00:00,,,MS-CPSR0169B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0169B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recmjHAQ28LCoxXfh,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: A Bad Mix,Episode,32399,A Bad Mix,Juveniles are arrested for holding up a restaurant. A woman is found to have $9000 worth of warrants. A dope dealer states he sells to survive. A couple are accused of assaulting their roommate.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,153,2025-05-27 12:02,2025-06-18 12:02,2025-05-24 00:00,2025-06-17 00:00,,,MS-CPSR0170B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0170B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,rech5ZuWJ21TxJw7k,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Keeping Secrets,Episode,32401,Keeping Secrets,A car passenger runs from police while the driver pulls a disappearing act. A flashy driver almost escapes arrest until he states he's been drinking. A female driver can’t hide her contraband.,1_FREE,,,21:01,1080,COPS: Reloaded :: 1,156,2025-05-27 12:02,2025-06-18 12:02,2025-05-25 00:00,2025-06-17 00:00,,,MS-CPSR0172B,MS-CopsReloaded_CPSR,,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR0172B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recz9d6LhE7NvJuMl,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 2 :: Legal and Potentially Lethal: The Nitrous Oxide High,Episode,32411,Legal and Potentially Lethal: The Nitrous Oxide High,"Nitrous oxide or laughing gas misuse is a growing epidemic that’s flying under the radar. Dr. Phil exposes the dangerous consequences of this legal high, which is easily accessible to teens and can lead to devastating effects on the body and mind.",1_FREE,,,42:00,1080,Dr. Phil Primetime :: 2,2,2025-05-27 12:02,2025-07-10 12:04,2025-05-08 00:00,2025-07-09 00:00,,,MS-DPPT23002,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23002.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recy9ZuwUdgGvb8IQ,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 2 :: Sacred Sexuality or Scandal: The One Taste Controversy,Episode,32415,Sacred Sexuality or Scandal: The One Taste Controversy,"When wellness, power, and controversy collide: Loni Coombs sits down with OneTaste founder Nicole Daedone ",1_FREE,,,42:00,1080,Dr. Phil Primetime :: 2,35,2025-05-27 12:02,2025-07-10 12:04,2025-05-14 00:00,2025-07-09 00:00,,,MS-DPPT23035,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23035.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recFkTEP1svISjGxX,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: The Hidden Reality of Human Trafficking,Episode,32416,The Hidden Reality of Human Trafficking,"It’s a multi-billion-dollar industry built on manipulation, coercion, and unimaginable suffering— Human trafficking and it’s happening right here in the United States.",1_FREE,,,42:00,1080,Dr. Phil Primetime :: 1,16,2025-05-27 12:02,2025-06-19 12:06,2025-05-15 00:00,2025-06-11 00:00,,,MS-DPPT23016,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23016.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recmS6CbKTw510g1Z,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: Is Monogamy Dead?,Episode,32421,Is Monogamy Dead?,"A mom who lives with her husband, their two kids and her boyfriend all under the same roof defends their polyamorous way of life. Is monogamy outdated and could polyamory be the future of the American family?",1_FREE,,,42:00,1080,Dr. Phil Primetime :: 1,32,2025-05-27 12:02,2025-07-10 12:04,2025-05-23 00:00,2025-06-11 00:00,,,MS-DPPT22032,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22032.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,rec7l8zzi5MJdRAVI,DELETE,,MeritTV,Duplicated
Dr. Phil Primetime :: 1 :: The Fight For The Right To Die,Episode,32674,The Fight For The Right To Die,"""Dr. Phil speaks with a woman who has decided to travel overseas to medically end her life.""",1_FREE,,,42:00,1080,Dr. Phil Primetime :: 1,82,2025-06-11 19:53,2025-07-10 12:05,2025-06-09 00:00,2025-07-09 11:44,,,MS-DPPT22082,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22082.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364.jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recsCLCqBIr3B5JqV,DELETE,,MeritTV,Duplicated
Praise :: 8 :: ,Episode,,,,1_FREE,,,,1080,Praise :: 8,,,,,,,,HD-MCPTL1476,PraiseTheLord/2025,,https://images.corcoplus.com/TvShows/PraiseTheLord/2025/HD-MCPTL1476.jpg,https://images.corcoplus.com/TvShows/PraiseTheLord/HD-MCPTL_648x364.jpg,,,,,,,,,,,,,recu1yT2WpxGrzCl2,DELETE,,Corco+,Duplicated
It Is Written :: 5 :: Forgiveness and Freedom,Episode,,Forgiveness and Freedom,The world is full of stories of people who have been badly hurt by the words and actions of others. Traumatic stress has taken its toll on far too many people. What role does forgiveness play in the healing we are looking for? What is forgiveness?,1_FREE,,,29:06,1080,It Is Written :: 5,,,,2025-02-01 00:00,,,,IIW2024-18,ItIsWritten/2025,,https://images.corcoplus.com/TvShows/ItIsWritten/2025/IIW2024-18.jpg,https://images.corcoplus.com/TvShows/ItIsWritten/IIW_648x364.jpg,,,,,Mike and René Lemon,Bill Spangler,,,,,,,recTEKpu2ju5ETD5n,DELETE,,Corco+,Duplicated
Dr. Phil Primetime :: 1 :: ,Episode,,,,,,,,1080,Dr. Phil Primetime :: 1,,,,,,,,MS-DPPT22082,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22082.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364.jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,reccGFKGMmE1iutk1,DELETE,,,Duplicated
Dr. Phil Primetime :: 1 :: ,Episode,,,,,,,,1080,Dr. Phil Primetime :: 1,,,,,,,,MS-DPPT22309,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT22309.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364.jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recZVo9S6Ug6MQiUc,DELETE,,,Duplicated
Discovering the Jewish Jesus :: 7 :: ,Episode,,,,2_PREMIUM,,,,1080,Discovering the Jewish Jesus :: 7,,,,,,,,JJ_640683,DiscoveringTheJewishJesus/2025,,https://images.corcoplus.com/TvShows/DiscoveringTheJewishJesus/2025/JJ_640683.jpg,https://images.corcoplus.com/TvShows/DiscoveringTheJewishJesus/DiscoveringTheJewishJesus_648x364.jpg,,,,,Rabbi Kirt Schneider,,,,,,,,recgTL0pmGac9u8vd,DELETE,,Corco+,Duplicated
It Is Written :: 5 :: Forgiveness and Freedom,Episode,,Forgiveness and Freedom,,1_FREE,,,29:06,1080,It Is Written :: 5,,,,,,,,IIW2024-18,ItIsWritten/2025,,https://images.corcoplus.com/TvShows/ItIsWritten/2025/IIW2024-18.jpg,https://images.corcoplus.com/TvShows/ItIsWritten/IIW_648x364.jpg,,,,,Mike and René Lemon,Bill Spangler,,,,,,,recKduauZc9dy3q2u,DELETE,,Corco+,Duplicated
Wize Up :: 1 :: ,Episode,,,,,,,,1080,Wize Up :: 1,,,,2025-05-29 00:00,,,,WZU01-052,WizeUp/S01,,https://images.corcoplus.com/TvShows/WizeUp/S01/WZU01-052.jpg,,,,,,,,,,,,,,recqcfVFhAcPEQHLn,DELETE,,,Duplicated
It Is Written :: 5 :: Surviving the Cambodian Killing Fields,Episode,,Surviving the Cambodian Killing Fields,"The arrival of the Khmer Rouge in April of 1975 marked the beginning of a horrific era in Cambodian history. From 1975 to 1979, more than a quarter of the Cambodian population perished through executions, overwork, starvation, and disease. Sereivudh Ly, who was in his early teens at the time, miraculously survived the Cambodian killing fields.",2_PREMIUM,,,29:05,1080,It Is Written :: 5,20,,,2025-01-18 00:00,,,,IIW2024-16,ItIsWritten/2025,,https://images.corcoplus.com/TvShows/ItIsWritten/2025/IIW2024-16.jpg,https://images.corcoplus.com/TvShows/ItIsWritten/IIW_648x364.jpg,,,,,Mike and René Lemon,Dr. Sereivudh Ly,,,,,,,rec8OqC6Kj7ilOkaL,DELETE,,Corco+,Duplicated
Turning Point with Dr. David Jeremiah :: 7 :: ,Episode,,,,1_FREE,,,28:31,1080,Turning Point with Dr. David Jeremiah :: 7,,,,2025-06-27 08:34,,,,TPTV_062725,TurningPoint/2025/2025.06,,https://images.corcoplus.com/TvShows/TurningPoint/2025/2025.06/TPTV_062725.jpg,https://images.corcoplus.com/TvShows/TurningPoint/TurningPoint_648x364.jpg,,,,,Dr. David Jeremiah,,,,,,,,recVzvTx6vXphHPoT,DELETE,,Corco+,Duplicated
Bible Discovery TV :: 3 :: ,Episode,,,"From social issues and apologetics to theology, history and science, our mission is to educate, edify and encourage the believer to actively engage with God’s Word in all ways.",2_PREMIUM,,,28:30,1080,Bible Discovery TV :: 3,,,,2025-06-04 00:00,,,,QS_25-06-04,QuickStudy_BibleDiscovery/2025/2025.06,,https://images.corcoplus.com/TvShows/QuickStudy_BibleDiscovery/2025/2025.06/QS_25-06-04.jpg,https://images.corcoplus.com/TvShows/QuickStudy_BibleDiscovery/QS_648x364.jpg,,,,,"Pastor Rod Hembree,Ryan Hembree,Corie Hembree-Bobechko,Janice Hembree",,,,,,,,recxpwgjQy5TYjhtO,DELETE,,Corco+,Duplicated
Dr. Phil Primetime :: 2 :: The Lost Boys: A Crisis in Masculinity,Episode,32949,The Lost Boys: A Crisis in Masculinity,Why are so many boys falling behind—and what’s driving them into the darkest corners of the internet?,1_FREE,,,42:10,1080,Dr. Phil Primetime :: 2,31,2025-06-19 12:01,2025-07-10 12:05,2025-06-02 00:00,2025-07-09 00:00,,,MS-DPPT23031,MS-Primetime_DPPT,,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT23031.jpg,https://images.corcoplus.com/TvShows/MS-Primetime_DPPT/MS-DPPT_648x364.jpg,,,,,Phillip Calvin McGraw,Various special guests,,,,,,,recoorlpWVR7jFPGM,DELETE,,MeritTV,Duplicated
It Is Written :: 5 :: Healing from PTSD after the Killing Fields,Episode,33255,Healing from PTSD after the Killing Fields,"Dr. Sereivudh Ly miraculously survived the Cambodian killing fields while he was in his early teens. 
Working in brutal labour camps deep in the Cambodian jungle, young Sereivudh’s life was unexplainably spared time and again, yet once he was set free, he did not want to live. 

He was filled with anger, bitterness, and hatred; suffering from PTSD, he needed help.",2_PREMIUM,,,29:05,1080,It Is Written :: 5,21,2025-07-14 12:02,2025-08-14 12:02,2025-06-21 00:00,2025-08-06 00:00,,,IIW2024-17,ItIsWritten/2025,,https://images.corcoplus.com/TvShows/ItIsWritten/2025/IIW2024-17.jpg,https://images.corcoplus.com/TvShows/ItIsWritten/IIW_648x364.jpg,,,,,Mike and René Lemon,,,,,,,,recnxoZhEaItPlxIE,DELETE,,Corco+,Duplicated
COPS: Reloaded :: 1 :: Lazy Sleepy Eye,Episode,,Lazy Sleepy Eye,A traffic stop results in a large drug bust. Officers respond to a report of a man fleeing an accident. Pot smokers refuse to cough up to their possession. A woman attempts to aid and abet a fugitive.,1_FREE,,,,1080,COPS: Reloaded :: 1,,,,2025-05-31 00:00,,,,MS-CPSR0039B,MS-CopsReloaded(CPSR),,https://images.corcoplus.com/TvShows/MS-CopsReloaded(CPSR)/MS-CPSR0039B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,rec9gBIW8lNk8pgIT,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: 2 Dogs,Episode,,2 Dogs,"A car thief is chased by the owner of the stolen vehicle. A pot grower goes in circles with police. A homeless man named “2 Dogs"" is assaulted. A suspect is instructed to spit out his drugs.",1_FREE,,,,1080,COPS: Reloaded :: 1,,,,2025-05-31 00:00,,,,MS-CPSR0176B,MS-CopsReloaded(CPSR),,https://images.corcoplus.com/TvShows/MS-CopsReloaded(CPSR)/MS-CPSR0176B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recFYHlQdKnWiLhAy,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Travel Business,Episode,,Travel Business,A high speed pursuit comes to a halt with the help of a spike strip. Officers make a sizable crack seizure. An identity thief is brought to justice. Officers go to the scene of a DUI car accident.,1_FREE,,,,1080,COPS: Reloaded :: 1,,,,2025-06-02 00:00,,,,MS-CPSR0056B,MS-CopsReloaded(CPSR),,https://images.corcoplus.com/TvShows/MS-CopsReloaded(CPSR)/MS-CPSR0056B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recIutxC7MX8UdaWt,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Felony Stalker,Episode,,Felony Stalker,Ecstasy dealers get a bad deal from undercover officers. A DUI suspect fails several sobriety tests. A couple fights over a dent in the wall. Police arrest a man stalking his ex-wife and children.,1_FREE,,,,1080,COPS: Reloaded :: 1,,,,2025-06-01 00:00,,,,MS-CPSR0178B,MS-CopsReloaded(CPSR),,https://images.corcoplus.com/TvShows/MS-CopsReloaded(CPSR)/MS-CPSR0178B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,rec2OwzU42yX3bzlc,DELETE,,MeritTV,Duplicated
COPS: Reloaded :: 1 :: Headlock Honeys,Episode,,Headlock Honeys,An attempted pull over turns high speed chase. A report of two women horsing around is investigated. An intercepted drug deal turns up a wealth of evidence. A known drug runner fails to evade.,1_FREE,,,,1080,COPS: Reloaded :: 1,,,,2025-06-02 00:00,,,,MS-CPSR0057B,MS-CopsReloaded(CPSR),,https://images.corcoplus.com/TvShows/MS-CopsReloaded(CPSR)/MS-CPSR0057B.jpg,https://images.corcoplus.com/TvShows/MS-CopsReloaded_CPSR/MS-CPSR_648x364.jpg,,,,,,,,,,,,,recpDiUukXRk0Hq6T,DELETE,,MeritTV,Duplicated
